timestamp,trial_number,composite_score,avg_profit_factor,avg_win_rate,avg_drawdown,avg_pnl,avg_total_return,total_trades,long_hybrid,long_exec,long_vwap,dip_hybrid,dip_exec,dip_vwap,long_delta_min,dip_delta_max,stop_r,target_r,dip_stop_r,dip_target_r,risk_per_trade,max_hold_trading_days,ticker_cooldown_days,loss_cooldown_threshold,ticker_cooldown_extended_days
2026-03-24 07:04:34,280,1.0694,2.662,60.48,4.58,0.371,32.327,319,66.0,53.0,4.0,74.0,41.0,-3.0,0.46,0.39,3.5,4.0,1.5,1.0,0.07,7,2,0.75,20
2026-03-24 02:18:54,95,1.067,2.649,63.19,5.27,0.3366,26.506,322,70.0,52.0,4.0,72.0,38.0,1.0,0.47,0.53,4.0,4.5,2.5,1.5,0.05,12,5,0.75,11
2026-03-24 11:23:09,445,1.0662,3.291,62.11,4.02,0.3937,29.551,291,63.0,50.0,2.5,65.0,35.0,0.5,0.5800000000000001,0.3,4.0,5.0,3.0,1.0,0.04,9,3,0.75,12
2026-03-24 17:33:53,681,1.0654,2.54,64.9,3.14,0.3086,28.236,362,64.0,55.0,0.0,65.0,30.0,-2.0,0.49,0.35,4.0,4.5,1.5,1.5,0.04,4,5,1.25,17
2026-03-24 18:36:37,721,1.0627,2.273,61.89,4.78,0.2708,34.623,458,65.0,52.0,2.5,60.0,44.0,-1.0,0.53,0.42,3.0,3.5,2.0,1.0,0.05,8,1,3.0,13
2026-03-24 11:48:00,461,1.0612,2.371,60.06,4.68,0.3808,26.904,271,67.0,53.0,2.0,67.0,44.0,2.0,0.51,0.33,4.0,4.5,2.5,1.5,0.08,10,3,2.5,13
2026-03-24 20:19:51,786,1.0596,3.163,60.98,4.04,0.4372,32.299,277,62.0,54.0,1.5,62.0,48.0,1.5,0.5800000000000001,0.26,4.0,4.5,1.5,1.0,0.04,10,2,2.75,19
2026-03-24 04:20:55,174,1.0588,2.673,60.56,4.23,0.4165,29.794,271,69.0,53.0,3.0,69.0,39.0,0.5,0.55,0.26,4.0,4.5,2.0,1.0,0.04,11,3,2.25,16
2026-03-24 14:31:17,565,1.0583,3.521,65.84,3.42,0.4974,29.712,220,64.0,49.0,-1.5,73.0,30.0,1.5,0.5900000000000001,0.36,2.5,4.0,2.0,2.5,0.08,10,3,2.0,13
2026-03-24 03:26:32,139,1.0582,2.724,58.69,4.66,0.3357,31.755,366,66.0,55.0,1.5,73.0,27.0,-3.5,0.49,0.45,4.0,5.0,2.0,1.5,0.05,3,3,1.25,10
2026-03-24 11:10:42,437,1.0581,2.55,60.45,3.67,0.2885,25.481,360,65.0,50.0,2.5,65.0,37.0,2.0,0.49,0.33,3.5,4.0,2.0,1.5,0.08,9,1,1.75,14
2026-03-24 02:21:53,97,1.0563,2.408,62.32,6.43,0.3344,34.235,388,64.0,49.0,2.5,75.0,29.0,-2.0,0.55,0.4599999999999999,4.0,4.5,3.0,1.0,0.06,11,2,0.75,15
2026-03-24 01:35:37,67,1.0544,3.014,65.65,2.79,0.3778,24.654,254,63.0,53.0,-1.5,62.0,26.0,2.0,0.5700000000000001,0.31,3.5,5.0,2.0,1.5,0.03,8,1,0.75,10
2026-03-24 06:24:24,254,1.0539,3.219,58.63,4.44,0.4235,31.971,295,63.0,55.0,2.0,71.0,38.0,-3.0,0.55,0.31,4.0,4.5,2.5,1.0,0.06,7,2,0.5,18
2026-03-24 19:48:25,766,1.0529,2.208,61.87,4.93,0.2841,27.101,356,71.0,52.0,2.5,64.0,53.0,0.0,0.63,0.33,3.5,4.0,2.5,1.0,0.04,7,1,2.75,20
2026-03-24 02:48:43,114,1.0529,2.609,67.0,3.88,0.3307,28.941,308,62.0,49.0,1.0,72.0,27.0,1.5,0.6,0.37,4.0,4.5,3.0,1.0,0.05,6,5,1.0,11
2026-03-24 11:17:39,442,1.0509,2.052,62.38,4.36,0.2126,27.238,477,66.0,50.0,3.0,68.0,35.0,0.5,0.47,0.4,4.0,4.5,2.5,1.0,0.03,10,2,1.75,14
2026-03-24 10:55:05,427,1.0509,2.116,63.24,4.1,0.2868,30.915,386,72.0,54.0,2.5,75.0,28.0,-1.0,0.46,0.47,4.0,4.5,3.0,1.5,0.05,8,2,0.5,5
2026-03-24 05:02:29,201,1.0507,2.584,63.86,6.89,0.4408,25.441,218,70.0,55.0,2.5,79.0,52.0,1.5,0.5900000000000001,0.31,4.0,4.5,3.0,1.0,0.06,11,5,2.0,14
2026-03-24 00:37:11,29,1.0504,2.382,62.83,5.35,0.3746,26.007,269,67.0,55.0,1.0,54.0,25.0,1.0,0.48,0.26,3.0,5.0,1.5,1.0,0.06,12,1,1.0,13
2026-03-24 05:04:00,202,1.05,2.62,59.11,4.39,0.3366,33.607,398,70.0,54.0,5.0,75.0,33.0,-1.5,0.48,0.3399999999999999,4.0,4.5,1.5,2.0,0.04,5,3,0.75,16
2026-03-24 08:28:30,334,1.0496,2.616,66.37,3.89,0.2938,30.911,389,66.0,49.0,0.5,70.0,28.0,-1.0,0.46,0.5,4.0,4.5,3.0,1.5,0.04,9,2,0.5,8
2026-03-24 03:22:27,136,1.0482,3.56,61.39,4.59,0.4407,26.603,239,70.0,53.0,1.0,69.0,31.0,-4.5,0.53,0.37,4.0,5.0,2.0,2.0,0.06,9,3,1.0,12
2026-03-24 16:30:48,640,1.0452,2.28,61.13,4.83,0.3695,27.154,303,64.0,54.0,1.0,77.0,27.0,-2.5,0.48,0.51,3.5,4.0,2.5,2.0,0.07,13,3,1.5,6
2026-03-24 07:13:48,286,1.0449,3.404,64.78,4.35,0.4433,24.844,206,67.0,49.0,-1.0,77.0,31.0,1.5,0.62,0.33,4.0,5.0,2.0,1.5,0.07,8,3,2.0,9
2026-03-24 18:05:09,700,1.0435,2.213,60.01,6.39,0.3254,36.822,382,67.0,54.0,4.5,65.0,37.0,-1.5,0.45,0.41,3.5,4.5,1.5,3.0,0.07,4,5,1.25,17
2026-03-24 12:19:18,481,1.0422,2.222,59.69,4.55,0.2963,30.507,367,63.0,51.0,4.0,71.0,43.0,-1.0,0.48,0.33,4.0,4.5,1.5,1.5,0.07,7,1,2.75,9
2026-03-24 14:33:06,566,1.0419,3.145,59.49,3.53,0.4304,29.593,268,66.0,51.0,5.0,71.0,29.0,-0.5,0.56,0.28,3.5,4.0,2.0,1.5,0.04,9,5,2.25,17
2026-03-24 10:08:47,398,1.0414,2.056,60.99,5.33,0.2788,30.142,390,63.0,52.0,4.0,71.0,30.0,-1.5,0.54,0.41,3.5,4.0,1.5,1.0,0.06,3,4,1.5,18
2026-03-24 09:50:03,386,1.04,3.061,61.68,3.36,0.4517,39.972,293,64.0,50.0,2.0,74.0,48.0,1.5,0.52,0.32,4.0,4.5,2.0,1.5,0.08,11,2,1.0,14
2026-03-24 06:17:11,249,1.0387,2.552,63.59,3.69,0.3474,28.527,297,70.0,52.0,3.5,74.0,52.0,-0.5,0.53,0.39,4.0,4.5,2.5,1.0,0.05,11,3,1.5,19
2026-03-24 17:52:57,693,1.0386,2.762,61.5,4.51,0.366,36.516,332,63.0,52.0,1.0,73.0,36.0,-2.5,0.5800000000000001,0.3399999999999999,4.0,5.0,1.5,2.0,0.08,6,1,0.75,12
2026-03-24 03:44:08,150,1.0378,2.112,58.87,5.11,0.2331,25.87,459,67.0,55.0,1.5,60.0,33.0,-1.0,0.48,0.3399999999999999,3.5,5.0,2.0,1.0,0.03,6,1,1.0,12
2026-03-24 18:30:25,717,1.0377,5.26,66.36,3.52,0.5278,27.666,205,66.0,49.0,-0.5,76.0,36.0,2.0,0.5700000000000001,0.29,4.0,4.5,3.0,1.0,0.06,10,6,0.5,16
2026-03-24 11:13:50,439,1.0365,2.499,63.86,4.31,0.3184,27.513,333,66.0,55.0,0.5,71.0,52.0,1.5,0.56,0.42,4.0,4.5,2.5,1.5,0.05,11,1,2.75,20
2026-03-24 02:49:34,115,1.0353,2.486,64.92,5.13,0.4145,32.905,276,73.0,54.0,1.0,77.0,29.0,1.0,0.48,0.39,3.0,4.0,2.5,1.5,0.08,12,4,0.5,15
2026-03-24 04:54:53,196,1.0317,4.084,67.8,4.45,0.5353,25.664,183,62.0,55.0,-2.0,74.0,40.0,-1.0,0.52,0.32,4.0,4.5,2.0,1.0,0.07,10,4,0.5,11
2026-03-24 17:46:26,688,1.0317,2.438,60.58,6.8,0.3714,33.029,349,70.0,54.0,2.0,69.0,26.0,-2.5,0.47,0.32,4.0,4.5,1.5,1.5,0.06,3,5,0.5,12
2026-03-24 15:56:49,619,1.0314,2.416,61.9,5.07,0.3274,35.105,397,64.0,53.0,2.0,74.0,29.0,-1.0,0.55,0.41,3.5,4.0,2.5,1.0,0.06,7,1,1.0,9
2026-03-24 05:46:22,229,1.0311,2.138,61.61,5.19,0.3116,30.74,349,73.0,51.0,1.5,67.0,28.0,0.0,0.49,0.37,3.5,4.0,2.5,1.0,0.06,7,2,1.0,10
2026-03-24 13:54:55,542,1.0303,3.517,66.76,3.82,0.4424,35.79,283,66.0,55.0,4.0,75.0,36.0,-3.0,0.6,0.37,3.0,3.5,1.5,1.0,0.05,8,5,1.5,19
2026-03-24 06:06:00,242,1.0296,2.96,65.21,2.76,0.3527,23.883,249,66.0,52.0,-2.0,53.0,30.0,0.0,0.55,0.32,3.5,4.0,2.0,1.0,0.03,4,6,2.0,10
2026-03-24 00:25:11,20,1.029,2.365,62.6,5.36,0.2774,32.068,391,64.0,52.0,2.0,68.0,27.0,-1.5,0.5,0.42,3.5,4.0,2.5,1.0,0.03,7,7,0.5,11
2026-03-24 03:31:41,142,1.0277,3.136,61.58,4.07,0.371,33.276,333,63.0,55.0,1.5,73.0,29.0,-0.5,0.52,0.4,4.0,5.0,3.0,1.0,0.05,7,3,0.75,12
2026-03-24 08:22:21,330,1.0274,2.53,62.44,3.96,0.2944,24.065,315,64.0,52.0,4.0,68.0,43.0,-1.0,0.61,0.35,3.5,4.0,2.0,1.0,0.03,10,5,2.25,16
2026-03-24 09:49:58,385,1.0231,2.125,58.48,3.8,0.2753,26.313,355,62.0,55.0,3.0,63.0,51.0,0.5,0.53,0.37,4.0,4.5,2.0,1.5,0.05,10,1,2.75,14
2026-03-24 08:00:40,316,1.021,3.516,62.25,2.86,0.458,26.304,218,65.0,54.0,2.0,52.0,47.0,0.5,0.5900000000000001,0.27,4.0,4.5,2.5,2.5,0.05,14,3,2.75,14
2026-03-24 13:18:43,519,1.0201,2.842,58.85,4.09,0.352,27.924,303,63.0,53.0,1.5,60.0,54.0,0.5,0.6,0.31,3.5,4.5,2.5,2.5,0.06,6,1,3.0,17
2026-03-24 18:36:10,720,1.0195,2.92,62.04,4.95,0.4088,28.961,286,62.0,55.0,0.0,66.0,29.0,-0.5,0.6,0.33,4.0,4.5,2.5,1.0,0.08,5,2,1.25,11
2026-03-24 11:36:20,454,1.0189,2.775,62.25,3.4,0.3796,25.406,247,67.0,54.0,1.5,76.0,39.0,1.0,0.6,0.31,4.0,4.5,3.0,1.0,0.05,12,2,1.75,13
2026-03-24 15:05:08,586,1.0185,2.755,66.62,3.93,0.3681,29.535,300,72.0,51.0,1.0,80.0,29.0,1.0,0.5700000000000001,0.55,4.0,4.5,3.0,1.0,0.05,11,6,0.75,14
2026-03-24 17:02:33,661,1.0175,2.53,64.3,3.51,0.3104,22.537,277,62.0,55.0,0.5,74.0,34.0,0.5,0.5,0.48,4.0,4.5,2.5,1.0,0.06,15,3,2.0,8
2026-03-24 20:20:56,787,1.0166,2.965,64.41,4.47,0.4142,21.056,203,65.0,47.0,-1.5,77.0,41.0,-1.0,0.6,0.32,4.0,4.5,2.0,1.0,0.06,6,4,1.0,20
2026-03-24 16:24:26,636,1.0137,3.328,66.94,3.13,0.3567,23.417,255,65.0,55.0,-2.0,70.0,25.0,0.0,0.45,0.49,4.0,4.5,2.5,1.5,0.05,11,2,2.25,11
2026-03-24 09:18:33,366,1.0108,2.609,58.38,4.81,0.347,32.422,360,62.0,39.0,2.0,67.0,37.0,1.5,0.65,0.4,3.0,3.5,2.5,2.0,0.06,12,1,1.75,14
2026-03-24 13:03:00,509,1.0107,2.407,61.68,3.26,0.3185,27.958,326,64.0,55.0,3.5,77.0,26.0,-2.5,0.46,0.52,3.5,4.0,3.0,1.5,0.05,10,2,0.5,7
2026-03-24 12:28:42,487,1.0081,2.072,61.52,8.02,0.3048,29.548,375,66.0,49.0,3.0,70.0,43.0,0.0,0.46,0.43,3.5,4.0,1.0,2.0,0.08,12,2,1.75,9
2026-03-24 17:40:19,685,1.0055,3.655,62.16,4.06,0.3924,24.984,240,64.0,42.0,-2.0,74.0,33.0,-0.5,0.5700000000000001,0.3399999999999999,3.5,4.5,1.5,3.0,0.06,7,1,2.75,16
2026-03-24 05:59:56,238,1.0022,2.511,60.92,3.47,0.2798,23.677,317,64.0,55.0,0.5,65.0,28.0,-1.0,0.46,0.3399999999999999,3.5,5.0,2.0,2.0,0.03,13,1,0.75,13
2026-03-24 11:38:32,455,1.0013,2.861,62.47,2.86,0.3442,28.365,313,64.0,55.0,1.5,60.0,41.0,-2.0,0.5700000000000001,0.33,4.0,4.5,1.5,1.0,0.03,12,6,2.0,18
2026-03-24 18:20:51,710,0.9998,2.093,61.03,4.25,0.2491,27.736,421,66.0,41.0,2.5,74.0,43.0,-0.5,0.55,0.42,3.5,4.0,3.0,2.5,0.05,9,3,3.0,13
2026-03-24 02:55:50,119,0.9995,6.811,69.01,4.24,0.5752,24.047,184,64.0,52.0,-2.0,59.0,39.0,-3.5,0.5700000000000001,0.39,3.5,4.0,2.0,1.0,0.06,6,6,1.0,10
2026-03-24 15:37:42,607,0.9969,2.781,63.48,3.56,0.3532,24.567,255,63.0,55.0,0.5,80.0,32.0,-2.5,0.52,0.48,4.0,4.5,2.0,1.5,0.06,13,3,1.0,16
2026-03-24 19:01:38,736,0.9967,2.598,59.85,8.36,0.3907,29.104,314,67.0,48.0,5.0,64.0,25.0,-2.5,0.45,0.29,3.5,5.0,2.0,2.0,0.08,5,4,0.5,14
2026-03-24 09:34:15,376,0.9963,2.352,59.07,4.99,0.285,32.659,406,62.0,40.0,1.0,69.0,42.0,1.0,0.56,0.35,3.0,3.5,2.0,2.5,0.06,4,3,1.5,10
2026-03-24 03:10:12,128,0.9954,2.215,65.65,5.19,0.2774,23.313,324,64.0,54.0,-0.5,77.0,28.0,-1.5,0.53,0.43,4.0,4.5,2.5,1.0,0.07,7,3,0.75,9
2026-03-24 00:46:28,35,0.9954,2.421,58.71,3.78,0.3036,25.177,310,66.0,53.0,0.5,53.0,28.0,-2.0,0.46,0.36,3.5,5.0,2.0,2.5,0.05,10,2,0.5,13
2026-03-24 09:12:08,361,0.9933,2.626,62.69,4.3,0.3865,34.931,325,63.0,54.0,1.5,72.0,33.0,2.0,0.46,0.39,4.0,4.5,3.0,1.5,0.07,7,3,1.0,17
2026-03-24 04:36:19,184,0.9931,2.415,60.01,6.14,0.331,29.644,327,66.0,55.0,4.0,64.0,31.0,2.0,0.51,0.35,3.5,4.0,2.0,1.5,0.05,9,4,2.0,15
2026-03-24 03:13:16,130,0.9926,3.115,60.09,3.26,0.4759,36.792,244,64.0,52.0,2.0,79.0,29.0,1.5,0.46,0.33,4.0,5.0,1.5,1.5,0.07,9,3,1.75,15
2026-03-24 00:39:58,30,0.9921,2.261,62.09,5.05,0.2741,23.872,324,68.0,52.0,1.5,57.0,25.0,-1.5,0.55,0.36,4.0,4.5,2.5,1.5,0.07,6,2,0.5,16
2026-03-24 05:18:10,211,0.99,2.316,60.4,3.25,0.3012,26.469,323,64.0,54.0,5.0,69.0,51.0,-2.0,0.47,0.38,3.5,4.0,3.0,1.5,0.06,13,2,2.25,20
2026-03-24 03:45:16,151,0.9879,3.669,61.78,4.5,0.4177,22.804,222,69.0,49.0,0.0,79.0,38.0,0.5,0.5800000000000001,0.25,4.0,4.5,2.5,1.5,0.06,9,3,1.5,18
2026-03-24 09:18:25,365,0.9875,2.403,66.12,4.08,0.3207,26.779,318,72.0,53.0,1.0,78.0,26.0,1.0,0.52,0.52,4.0,4.5,2.0,1.0,0.05,15,5,1.5,13
2026-03-24 09:43:39,381,0.9866,2.593,65.62,4.44,0.3773,26.262,268,65.0,51.0,2.0,65.0,44.0,2.0,0.46,0.42,4.0,5.0,2.5,1.0,0.08,14,3,3.0,12
2026-03-24 09:21:37,367,0.9821,2.143,62.34,3.81,0.2909,26.945,342,63.0,52.0,2.5,72.0,50.0,2.0,0.54,0.38,3.5,4.0,2.0,1.0,0.06,12,2,2.25,7
2026-03-24 03:07:07,126,0.9818,2.368,56.95,4.61,0.36,22.144,245,62.0,51.0,3.0,74.0,25.0,2.0,0.53,0.26,4.0,4.5,2.5,1.0,0.06,12,1,1.0,16
2026-03-24 18:18:03,709,0.9808,2.85,63.17,3.11,0.3895,25.209,249,64.0,45.0,0.0,67.0,45.0,1.5,0.5700000000000001,0.32,3.5,4.0,3.0,3.0,0.06,13,2,2.5,15
2026-03-24 02:06:39,87,0.9805,2.594,66.6,5.29,0.4393,24.534,232,79.0,54.0,2.5,72.0,31.0,0.0,0.54,0.42,4.0,4.5,2.5,1.0,0.08,10,3,0.5,17
2026-03-24 12:59:54,507,0.9798,2.78,61.03,4.16,0.3855,28.602,272,66.0,44.0,0.0,64.0,32.0,-2.0,0.61,0.33,3.0,3.5,2.0,2.0,0.07,8,2,2.0,13
2026-03-24 13:53:17,541,0.9788,3.176,59.82,4.99,0.4573,26.731,217,65.0,49.0,2.0,64.0,32.0,-1.0,0.5700000000000001,0.27,4.0,4.5,2.5,1.0,0.07,10,3,0.75,14
2026-03-24 04:02:23,162,0.9787,2.381,60.26,3.02,0.3135,23.492,281,65.0,52.0,3.5,67.0,28.0,1.5,0.55,0.39,4.0,4.5,3.0,1.0,0.07,15,1,1.75,17
2026-03-24 19:20:50,749,0.9777,2.83,58.17,6.55,0.4503,30.365,282,68.0,52.0,3.5,51.0,31.0,-3.5,0.45,0.32,4.0,5.0,1.0,2.0,0.07,5,6,0.5,13
2026-03-24 11:57:33,467,0.9765,3.449,62.73,4.52,0.4967,31.03,241,63.0,55.0,-1.5,75.0,37.0,-0.5,0.62,0.38,3.0,3.5,2.5,2.5,0.07,9,1,2.5,17
2026-03-24 18:48:54,728,0.9762,2.258,61.15,5.31,0.3178,29.198,334,62.0,54.0,2.0,77.0,31.0,2.0,0.5,0.39,4.0,4.5,1.0,2.0,0.05,7,4,1.0,19
2026-03-24 12:14:05,478,0.9757,2.607,59.57,4.65,0.4123,25.27,223,69.0,52.0,4.5,74.0,48.0,-1.5,0.5900000000000001,0.31,4.0,4.5,1.5,2.5,0.08,12,3,2.5,5
2026-03-24 13:15:28,517,0.9736,2.411,65.55,4.41,0.3207,27.858,332,64.0,50.0,1.0,71.0,28.0,-2.0,0.45,0.38,4.0,4.5,1.5,1.0,0.07,9,2,1.75,13
2026-03-24 06:42:45,266,0.9706,2.056,62.67,5.13,0.238,25.27,416,66.0,48.0,0.5,77.0,35.0,-3.0,0.47,0.47,3.5,4.0,3.0,1.0,0.04,8,2,1.5,9
2026-03-24 02:40:16,109,0.9705,2.129,57.73,5.28,0.3042,29.357,346,65.0,52.0,1.0,74.0,44.0,-1.5,0.52,0.35,4.0,5.0,3.0,1.0,0.07,3,3,1.0,19
2026-03-24 18:24:11,713,0.9701,2.693,62.32,6.06,0.3021,25.155,348,64.0,46.0,0.0,70.0,26.0,0.5,0.46,0.33,4.0,5.0,3.0,1.5,0.06,4,5,1.0,7
2026-03-24 07:28:32,295,0.9697,2.521,62.48,4.84,0.3153,24.405,288,65.0,53.0,2.0,71.0,38.0,-2.5,0.65,0.42,3.0,3.5,1.5,1.0,0.04,10,4,2.25,15
2026-03-24 19:30:22,755,0.9688,6.081,65.46,2.55,0.5539,27.207,208,69.0,41.0,-2.0,75.0,33.0,0.0,0.53,0.27,4.0,4.5,3.0,2.5,0.07,5,1,2.75,15
2026-03-24 18:08:23,702,0.9675,2.82,66.49,6.15,0.3714,30.447,312,67.0,45.0,-1.5,74.0,34.0,2.0,0.55,0.41,3.5,4.0,2.0,2.5,0.08,9,1,2.75,18
2026-03-24 00:49:31,37,0.9664,2.893,62.28,3.59,0.3711,19.955,243,65.0,54.0,-1.5,64.0,27.0,-2.5,0.49,0.29,4.0,4.5,3.0,1.0,0.05,6,6,1.25,5
2026-03-24 08:53:13,349,0.966,2.185,63.79,3.5,0.2567,25.613,375,67.0,52.0,1.5,77.0,32.0,1.5,0.49,0.43,3.0,5.0,2.5,1.0,0.04,9,3,0.75,17
2026-03-24 12:26:47,486,0.9657,2.635,61.26,3.87,0.3269,21.462,273,68.0,46.0,2.0,72.0,32.0,-1.0,0.47,0.53,4.0,4.5,2.5,2.0,0.07,15,2,1.25,7
2026-03-24 09:46:53,384,0.9657,2.724,55.86,6.1,0.3814,31.566,302,62.0,53.0,1.5,70.0,55.0,1.0,0.56,0.3,4.0,4.5,3.0,1.5,0.08,8,1,3.0,16
2026-03-24 03:04:02,124,0.9639,2.145,58.33,5.37,0.3102,22.735,279,63.0,48.0,4.0,72.0,37.0,0.5,0.5,0.31,4.0,4.5,2.5,1.5,0.06,14,4,1.25,17
2026-03-24 08:56:28,351,0.9608,2.702,64.21,4.17,0.4176,27.833,234,66.0,41.0,0.5,66.0,39.0,-0.5,0.5900000000000001,0.33,3.0,4.0,1.5,2.0,0.08,13,3,1.5,14
2026-03-24 09:09:03,359,0.9552,2.804,65.31,4.42,0.3487,23.432,257,62.0,46.0,-1.0,75.0,42.0,-0.5,0.56,0.36,3.5,4.0,2.0,2.0,0.08,9,4,2.25,18
2026-03-24 15:27:27,600,0.9546,2.361,62.17,5.02,0.3327,31.654,331,68.0,51.0,1.0,75.0,28.0,2.0,0.51,0.45,4.0,4.5,3.0,2.0,0.07,6,5,1.25,6
2026-03-24 02:52:41,117,0.9545,2.202,57.98,6.0,0.2784,27.465,361,67.0,52.0,1.5,80.0,29.0,-3.0,0.51,0.37,4.0,4.5,2.0,1.0,0.07,4,1,1.0,11
2026-03-24 02:12:13,90,0.9534,3.14,67.41,3.56,0.3387,19.856,252,79.0,53.0,1.0,68.0,26.0,-0.5,0.56,0.55,4.0,4.5,3.0,1.0,0.06,7,2,1.5,14
2026-03-24 17:46:30,689,0.9522,2.283,55.61,5.65,0.3938,29.472,271,63.0,55.0,4.5,63.0,31.0,-3.0,0.46,0.26,3.5,5.0,2.0,1.5,0.07,6,4,0.5,8
2026-03-24 11:42:34,458,0.9519,2.628,57.6,3.83,0.3426,31.036,335,64.0,54.0,3.0,69.0,29.0,-3.5,0.47,0.36,4.0,4.5,2.0,2.0,0.04,7,2,1.5,18
2026-03-24 12:58:07,506,0.9512,2.807,59.02,4.39,0.4082,29.982,282,62.0,55.0,0.5,58.0,38.0,0.0,0.5900000000000001,0.26,4.0,4.5,2.0,1.0,0.07,5,1,3.0,16
2026-03-24 20:14:36,783,0.95,2.847,59.57,4.97,0.382,26.33,265,66.0,40.0,2.5,71.0,44.0,0.5,0.65,0.3399999999999999,4.0,4.5,3.0,1.5,0.07,11,4,1.75,19
2026-03-24 06:48:02,269,0.9499,2.354,58.16,4.13,0.2911,29.144,369,63.0,52.0,1.5,77.0,31.0,-3.0,0.53,0.51,4.0,5.0,3.0,1.5,0.04,7,2,1.0,9
2026-03-24 08:44:09,344,0.9489,1.989,57.11,4.78,0.3226,26.565,298,64.0,52.0,3.0,60.0,45.0,0.5,0.54,0.31,3.5,4.0,2.5,1.5,0.08,10,1,2.5,15
2026-03-24 06:39:44,264,0.9487,8.26,68.21,3.65,0.3997,20.438,217,68.0,52.0,0.0,78.0,42.0,2.0,0.51,0.3,4.0,4.5,2.0,1.5,0.05,14,5,1.0,17
2026-03-24 00:30:58,24,0.9481,2.925,61.51,4.18,0.2723,23.599,336,63.0,52.0,2.5,76.0,25.0,-1.5,0.5700000000000001,0.41,3.5,4.0,3.0,1.0,0.03,13,7,0.5,7
2026-03-24 17:30:54,678,0.9481,3.058,65.73,4.56,0.351,29.038,300,66.0,51.0,0.5,53.0,38.0,0.5,0.5900000000000001,0.41,4.0,4.5,3.0,1.0,0.07,9,2,2.5,14
2026-03-24 13:43:47,535,0.9461,2.722,61.8,5.14,0.3066,23.763,306,62.0,36.0,-0.5,63.0,34.0,-0.5,0.47,0.4,3.0,3.5,2.5,3.0,0.07,9,4,2.5,13
2026-03-24 15:34:35,605,0.946,2.18,64.67,4.14,0.252,20.776,328,63.0,54.0,-1.0,59.0,47.0,-1.5,0.52,0.38,4.0,4.5,2.5,1.5,0.04,7,2,3.0,19
2026-03-24 06:02:55,240,0.9446,2.217,58.94,6.84,0.3625,25.458,298,67.0,55.0,3.5,72.0,32.0,-3.0,0.5,0.3,4.0,4.5,1.0,1.0,0.04,7,5,1.0,18
2026-03-24 03:51:11,155,0.9445,2.227,60.58,5.33,0.2549,28.188,388,62.0,52.0,3.5,60.0,48.0,0.5,0.45,0.41,4.0,4.5,1.5,1.5,0.03,8,6,1.5,9
2026-03-24 02:15:12,92,0.9437,2.147,63.32,4.44,0.2502,19.514,308,76.0,48.0,1.5,73.0,31.0,0.5,0.48,0.52,4.0,4.5,2.0,1.0,0.03,9,6,1.25,10
2026-03-24 10:46:21,422,0.9436,2.37,60.81,4.11,0.3253,25.648,294,62.0,50.0,1.5,71.0,43.0,1.0,0.5800000000000001,0.39,3.5,4.0,2.5,1.5,0.08,13,3,1.75,14
2026-03-24 20:30:32,793,0.9432,3.828,63.89,3.97,0.4291,23.472,229,65.0,46.0,0.0,78.0,37.0,0.5,0.62,0.27,3.0,3.5,2.0,2.5,0.05,9,3,1.5,9
2026-03-24 16:27:58,639,0.9427,2.39,60.54,5.69,0.319,33.693,371,64.0,50.0,1.0,79.0,29.0,-1.5,0.45,0.38,4.0,4.5,1.5,2.0,0.06,4,4,1.0,19
2026-03-24 01:38:42,69,0.9415,2.793,61.2,4.19,0.3209,24.784,351,66.0,48.0,0.5,65.0,25.0,-2.0,0.5800000000000001,0.26,4.0,4.5,3.0,1.5,0.03,5,1,0.5,13
2026-03-24 04:25:27,177,0.9389,2.673,62.5,4.47,0.3388,23.731,277,67.0,55.0,0.0,67.0,33.0,-2.0,0.63,0.3399999999999999,4.0,5.0,3.0,1.5,0.06,6,1,0.5,18
2026-03-24 02:46:29,113,0.9376,2.279,63.54,3.82,0.329,27.47,295,71.0,55.0,0.5,72.0,41.0,2.0,0.47,0.36,4.0,4.5,2.5,1.0,0.06,8,2,0.75,18
2026-03-24 10:58:07,429,0.9351,2.57,57.85,6.68,0.3343,28.632,334,65.0,52.0,2.0,78.0,25.0,0.5,0.52,0.32,4.0,5.0,2.5,1.0,0.06,5,3,0.75,5
2026-03-24 09:12:18,362,0.9343,2.837,57.01,4.23,0.4179,31.236,270,65.0,53.0,1.5,64.0,48.0,2.0,0.48,0.26,3.5,4.0,2.0,2.0,0.05,11,3,2.75,10
2026-03-24 07:51:14,310,0.9326,1.988,56.79,4.24,0.2777,22.635,316,68.0,52.0,4.0,51.0,53.0,0.0,0.48,0.41,4.0,4.5,2.5,2.5,0.06,14,3,2.5,16
2026-03-24 00:19:11,16,0.9322,3.076,67.77,3.65,0.3494,24.127,268,67.0,47.0,-1.5,59.0,29.0,-0.5,0.5800000000000001,0.31,4.0,4.5,2.5,1.0,0.03,5,2,1.25,9
2026-03-24 15:02:01,584,0.9308,4.036,64.31,3.39,0.5659,21.058,159,67.0,37.0,-1.5,71.0,35.0,1.0,0.64,0.29,3.5,4.0,2.5,2.0,0.07,7,1,2.25,15
2026-03-24 18:59:06,735,0.927,2.188,61.44,6.39,0.3028,37.67,444,63.0,42.0,1.0,62.0,40.0,2.0,0.52,0.41,4.0,4.5,2.5,1.5,0.08,4,2,2.75,14
